Ensembl	sample_pair	ensembl_id	Gene_name	log2FC	p_value	description	DEG	Gene_type	
ENSG00000126581	M8/D6	M8/D6_ENSG00000126581	BECN1	-0.073985019	0.054502295	beclin 1	NonDE	protein_coding	
ENSG00000126705	M8/D6	M8/D6_ENSG00000126705	AHDC1	1.089694223	3.35E-06	AT-hook DNA binding motif containing 1	Upregulate	protein_coding	
ENSG00000126709	M8/D6	M8/D6_ENSG00000126709	IFI6	0.222792185	0.033917418	interferon alpha inducible protein 6	NonDE	protein_coding	
ENSG00000126749	M8/D6	M8/D6_ENSG00000126749	EMG1	-0.123060077	0.072228936	EMG1 N1-specific pseudouridine methyltransferase	NonDE	protein_coding	
ENSG00000126759	M8/D6	M8/D6_ENSG00000126759	CFP	-1.20642473	8.61E-06	complement factor properdin	Downregulate	protein_coding	
ENSG00000126767	M8/D6	M8/D6_ENSG00000126767	ELK1	-0.256339105	0.003331258	ETS transcription factor ELK1	NonDE	protein_coding	
ENSG00000126768	M8/D6	M8/D6_ENSG00000126768	TIMM17B	-0.300221574	0.013575504	translocase of inner mitochondrial membrane 17B	NonDE	protein_coding	
ENSG00000126773	M8/D6	M8/D6_ENSG00000126773	PCNX4	-0.144243906	0.018728282	pecanex 4	NonDE	protein_coding	
ENSG00000126775	M8/D6	M8/D6_ENSG00000126775	ATG14	-0.144956291	0.060659278	autophagy related 14	NonDE	protein_coding	
ENSG00000126777	M8/D6	M8/D6_ENSG00000126777	KTN1	-0.168350515	0.002561124	kinectin 1	NonDE	protein_coding	
ENSG00000126787	M8/D6	M8/D6_ENSG00000126787	DLGAP5	1.371453814	4.09E-07	DLG associated protein 5	Upregulate	protein_coding	
ENSG00000126821	M8/D6	M8/D6_ENSG00000126821	SGPP1	0.321026515	0.001272877	sphingosine-1-phosphate phosphatase 1	NonDE	protein_coding	
ENSG00000126858	M8/D6	M8/D6_ENSG00000126858	RHOT1	-0.101368817	0.201816398	ras homolog family member T1	NonDE	protein_coding	
ENSG00000126860	M8/D6	M8/D6_ENSG00000126860	EVI2A	0.549387052	0.007269788	ecotropic viral integration site 2A	NonDE	protein_coding	
ENSG00000126861	M8/D6	M8/D6_ENSG00000126861	OMG	0.243029644	0.018676318	oligodendrocyte myelin glycoprotein	NonDE	protein_coding	
ENSG00000126870	M8/D6	M8/D6_ENSG00000126870	DYNC2I1	0.264780127	0.00684144	dynein 2 intermediate chain 1	NonDE	protein_coding	
ENSG00000126882	M8/D6	M8/D6_ENSG00000126882	FAM78A	0.088730795	0.05080578	family with sequence similarity 78 member A	NonDE	protein_coding	
ENSG00000126883	M8/D6	M8/D6_ENSG00000126883	NUP214	-0.058567615	0.248515904	nucleoporin 214	NonDE	protein_coding	
ENSG00000126895	M8/D6	M8/D6_ENSG00000126895	AVPR2	0.156575775	0.269435773	arginine vasopressin receptor 2	NonDE	protein_coding	
ENSG00000126903	M8/D6	M8/D6_ENSG00000126903	SLC10A3	-0.364986896	0.241765386	solute carrier family 10 member 3	NonDE	protein_coding	
ENSG00000126945	M8/D6	M8/D6_ENSG00000126945	HNRNPH2	-0.235744919	0.000212674	heterogeneous nuclear ribonucleoprotein H2	NonDE	protein_coding	
ENSG00000126947	M8/D6	M8/D6_ENSG00000126947	ARMCX1	0.305844854	0.048974339	armadillo repeat containing X-linked 1	NonDE	protein_coding	
ENSG00000127022	M8/D6	M8/D6_ENSG00000127022	CANX	-0.285774032	8.79E-05	calnexin	NonDE	protein_coding	
ENSG00000127084	M8/D6	M8/D6_ENSG00000127084	FGD3	0.263198467	0.003565294	FYVE, RhoGEF and PH domain containing 3	NonDE	protein_coding	
ENSG00000127124	M8/D6	M8/D6_ENSG00000127124	HIVEP3	0.516419444	0.001333538	HIVEP zinc finger 3	NonDE	protein_coding	
ENSG00000127125	M8/D6	M8/D6_ENSG00000127125	PPCS	-0.161550608	0.01153638	phosphopantothenoylcysteine synthetase	NonDE	protein_coding	
ENSG00000127220	M8/D6	M8/D6_ENSG00000127220	ABHD8	0.200749133	0.060759529	abhydrolase domain containing 8	NonDE	protein_coding	
ENSG00000127249	M8/D6	M8/D6_ENSG00000127249	ATP13A4	-0.265606244	0.065309019	ATPase 13A4	NonDE	protein_coding	
ENSG00000127311	M8/D6	M8/D6_ENSG00000127311	HELB	-0.316221482	0.075331993	DNA helicase B	NonDE	protein_coding	
ENSG00000127314	M8/D6	M8/D6_ENSG00000127314	RAP1B	-0.08391988	0.285448564	RAP1B, member of RAS oncogene family	NonDE	protein_coding	
ENSG00000127328	M8/D6	M8/D6_ENSG00000127328	RAB3IP	0.120300424	0.039285637	RAB3A interacting protein	NonDE	protein_coding	
ENSG00000127329	M8/D6	M8/D6_ENSG00000127329	PTPRB	-3.220051298	1.92E-05	protein tyrosine phosphatase receptor type B	Downregulate	protein_coding	
ENSG00000127334	M8/D6	M8/D6_ENSG00000127334	DYRK2	0.272419798	0.000468021	dual specificity tyrosine phosphorylation regulated kinase 2	NonDE	protein_coding	
ENSG00000127337	M8/D6	M8/D6_ENSG00000127337	YEATS4	0.222216965	0.026853477	YEATS domain containing 4	NonDE	protein_coding	
ENSG00000127418	M8/D6	M8/D6_ENSG00000127418	FGFRL1	0.567300495	0.041387877	fibroblast growth factor receptor like 1	NonDE	protein_coding	
ENSG00000127423	M8/D6	M8/D6_ENSG00000127423	AUNIP	0.819377551	0.000819601	aurora kinase A and ninein interacting protein	NonDE	protein_coding	
ENSG00000127463	M8/D6	M8/D6_ENSG00000127463	EMC1	-0.140826834	0.020774509	ER membrane protein complex subunit 1	NonDE	protein_coding	
ENSG00000127481	M8/D6	M8/D6_ENSG00000127481	UBR4	0.092487062	0.020219423	ubiquitin protein ligase E3 component n-recognin 4	NonDE	protein_coding	
ENSG00000127507	M8/D6	M8/D6_ENSG00000127507	ADGRE2	-0.856007321	0.008545452	adhesion G protein-coupled receptor E2	Downregulate	protein_coding	
ENSG00000127511	M8/D6	M8/D6_ENSG00000127511	SIN3B	-0.116707304	0.076973996	SIN3 transcription regulator family member B	NonDE	protein_coding	
ENSG00000127527	M8/D6	M8/D6_ENSG00000127527	EPS15L1	0.293019897	0.000211817	epidermal growth factor receptor pathway substrate 15 like 1	NonDE	protein_coding	
ENSG00000127528	M8/D6	M8/D6_ENSG00000127528	KLF2	-1.483287327	2.22E-06	Kruppel like factor 2	Downregulate	protein_coding	
ENSG00000127533	M8/D6	M8/D6_ENSG00000127533	F2RL3	-1.101841196	0.000470582	F2R like thrombin or trypsin receptor 3	Downregulate	protein_coding	
ENSG00000127561	M8/D6	M8/D6_ENSG00000127561	SYNGR3	0.251844055	0.009509934	synaptogyrin 3	NonDE	protein_coding	
ENSG00000127564	M8/D6	M8/D6_ENSG00000127564	PKMYT1	0.959512922	0.00021602	protein kinase, membrane associated tyrosine/threonine 1	Upregulate	protein_coding	
ENSG00000127580	M8/D6	M8/D6_ENSG00000127580	WDR24	0.008953528	0.159033872	WD repeat domain 24	NonDE	protein_coding	
ENSG00000127586	M8/D6	M8/D6_ENSG00000127586	CHTF18	0.654927115	0.000220983	chromosome transmission fidelity factor 18	NonDE	protein_coding	
ENSG00000127603	M8/D6	M8/D6_ENSG00000127603	MACF1	-0.591410005	7.91E-08	microtubule actin crosslinking factor 1	NonDE	protein_coding	
ENSG00000127616	M8/D6	M8/D6_ENSG00000127616	SMARCA4	0.076346141	0.115025004	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	NonDE	protein_coding	
ENSG00000127663	M8/D6	M8/D6_ENSG00000127663	KDM4B	0.130792855	0.022116697	lysine demethylase 4B	NonDE	protein_coding	
ENSG00000127666	M8/D6	M8/D6_ENSG00000127666	TICAM1	-0.478162492	0.000102845	toll like receptor adaptor molecule 1	NonDE	protein_coding	
ENSG00000127774	M8/D6	M8/D6_ENSG00000127774	EMC6	-0.08518684	0.180461818	ER membrane protein complex subunit 6	NonDE	protein_coding	
ENSG00000127824	M8/D6	M8/D6_ENSG00000127824	TUBA4A	0.316864489	0.020494172	tubulin alpha 4a	NonDE	protein_coding	
ENSG00000127837	M8/D6	M8/D6_ENSG00000127837	AAMP	-0.181497887	0.010503167	angio associated migratory cell protein	NonDE	protein_coding	
ENSG00000127838	M8/D6	M8/D6_ENSG00000127838	PNKD	0.56715855	0.000113594	PNKD metallo-beta-lactamase domain containing	NonDE	protein_coding	
ENSG00000127863	M8/D6	M8/D6_ENSG00000127863	TNFRSF19	-2.015291382	3.89E-08	TNF receptor superfamily member 19	Downregulate	protein_coding	
ENSG00000127884	M8/D6	M8/D6_ENSG00000127884	ECHS1	-0.229996922	0.003368765	enoyl-CoA hydratase, short chain 1	NonDE	protein_coding	
ENSG00000127946	M8/D6	M8/D6_ENSG00000127946	HIP1	0.710801218	2.30E-06	huntingtin interacting protein 1	NonDE	protein_coding	
ENSG00000127947	M8/D6	M8/D6_ENSG00000127947	PTPN12	0.392695176	0.00635258	protein tyrosine phosphatase non-receptor type 12	NonDE	protein_coding	
ENSG00000127948	M8/D6	M8/D6_ENSG00000127948	POR	0.086542146	0.091972817	cytochrome p450 oxidoreductase	NonDE	protein_coding	
ENSG00000127951	M8/D6	M8/D6_ENSG00000127951	FGL2	0.48272728	0.003160277	fibrinogen like 2	NonDE	protein_coding	
ENSG00000127989	M8/D6	M8/D6_ENSG00000127989	MTERF1	-0.045793093	0.410466426	mitochondrial transcription termination factor 1	NonDE	protein_coding	
ENSG00000127990	M8/D6	M8/D6_ENSG00000127990	SGCE	0.722206156	1.40E-05	sarcoglycan epsilon	NonDE	protein_coding	
ENSG00000128011	M8/D6	M8/D6_ENSG00000128011	LRFN1	0.650744294	0.011452448	leucine rich repeat and fibronectin type III domain containing 1	NonDE	protein_coding	
ENSG00000128039	M8/D6	M8/D6_ENSG00000128039	SRD5A3	-0.309087168	0.018315311	steroid 5 alpha-reductase 3	NonDE	protein_coding	
ENSG00000128045	M8/D6	M8/D6_ENSG00000128045	RASL11B	-0.60125445	0.141215927	RAS like family 11 member B	NonDE	protein_coding	
ENSG00000128050	M8/D6	M8/D6_ENSG00000128050	PAICS	-0.175901531	0.00345926	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	NonDE	protein_coding	
ENSG00000128059	M8/D6	M8/D6_ENSG00000128059	PPAT	-0.271637143	0.000903094	phosphoribosyl pyrophosphate amidotransferase	NonDE	protein_coding	
ENSG00000128159	M8/D6	M8/D6_ENSG00000128159	TUBGCP6	-0.317659165	0.000509397	tubulin gamma complex associated protein 6	NonDE	protein_coding	
ENSG00000128165	M8/D6	M8/D6_ENSG00000128165	ADM2	-0.467965374	9.11E-05	adrenomedullin 2	NonDE	protein_coding	
ENSG00000128191	M8/D6	M8/D6_ENSG00000128191	DGCR8	-0.071153475	0.080770491	DGCR8 microprocessor complex subunit	NonDE	protein_coding	
ENSG00000128203	M8/D6	M8/D6_ENSG00000128203	ASPHD2	-0.148703672	0.059144716	aspartate beta-hydroxylase domain containing 2	NonDE	protein_coding	
ENSG00000128218	M8/D6	M8/D6_ENSG00000128218	VPREB3	0.873109151	8.17E-05	V-set pre-B cell surrogate light chain 3	NonDE	protein_coding	
ENSG00000128228	M8/D6	M8/D6_ENSG00000128228	SDF2L1	-0.651417869	0.000219945	stromal cell derived factor 2 like 1	NonDE	protein_coding	
ENSG00000128268	M8/D6	M8/D6_ENSG00000128268	MGAT3	0.184677724	0.004442948	beta-1,4-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase	NonDE	protein_coding	
ENSG00000128272	M8/D6	M8/D6_ENSG00000128272	ATF4	-0.064507151	0.075850702	activating transcription factor 4	NonDE	protein_coding	
ENSG00000128274	M8/D6	M8/D6_ENSG00000128274	A4GALT	0.479608947	0.014717233	alpha 1,4-galactosyltransferase (P blood group)	NonDE	protein_coding	
ENSG00000128342	M8/D6	M8/D6_ENSG00000128342	LIF	0.518689012	0.000873062	LIF interleukin 6 family cytokine	NonDE	protein_coding	
ENSG00000128394	M8/D6	M8/D6_ENSG00000128394	APOBEC3F	-0.107957924	0.178662091	apolipoprotein B mRNA editing enzyme catalytic subunit 3F	NonDE	protein_coding	
ENSG00000128463	M8/D6	M8/D6_ENSG00000128463	EMC4	-0.200953158	0.083907254	ER membrane protein complex subunit 4	NonDE	protein_coding	
ENSG00000128512	M8/D6	M8/D6_ENSG00000128512	DOCK4	-0.248262885	0.04511472	dedicator of cytokinesis 4	NonDE	protein_coding	
ENSG00000128534	M8/D6	M8/D6_ENSG00000128534	LSM8	0.146124147	0.017512683	LSM8 homolog, U6 small nuclear RNA associated	NonDE	protein_coding	
ENSG00000128564	M8/D6	M8/D6_ENSG00000128564	VGF	0.799349128	0.02829523	VGF nerve growth factor inducible	NonDE	protein_coding	
ENSG00000128567	M8/D6	M8/D6_ENSG00000128567	PODXL	-0.222013207	0.227211547	podocalyxin like	NonDE	protein_coding	
ENSG00000128578	M8/D6	M8/D6_ENSG00000128578	STRIP2	-0.63997278	0.000316252	striatin interacting protein 2	NonDE	protein_coding	
ENSG00000128581	M8/D6	M8/D6_ENSG00000128581	IFT22	0.23443973	0.07249895	intraflagellar transport 22	NonDE	protein_coding	
ENSG00000128590	M8/D6	M8/D6_ENSG00000128590	DNAJB9	-0.920121263	3.71E-07	DnaJ heat shock protein family (Hsp40) member B9	NonDE	protein_coding	
ENSG00000128591	M8/D6	M8/D6_ENSG00000128591	FLNC	-0.462476124	0.000585259	filamin C	NonDE	protein_coding	
ENSG00000128595	M8/D6	M8/D6_ENSG00000128595	CALU	-0.417554339	0.104332717	calumenin	NonDE	protein_coding	
ENSG00000128596	M8/D6	M8/D6_ENSG00000128596	CCDC136	-0.310714487	0.02295999	coiled-coil domain containing 136	NonDE	protein_coding	
ENSG00000128602	M8/D6	M8/D6_ENSG00000128602	SMO	0.373674496	0.009590057	smoothened, frizzled class receptor	NonDE	protein_coding	
ENSG00000128604	M8/D6	M8/D6_ENSG00000128604	IRF5	-0.148179403	0.015821215	interferon regulatory factor 5	NonDE	protein_coding	
ENSG00000128626	M8/D6	M8/D6_ENSG00000128626	MRPS12	-0.224373121	0.010992841	mitochondrial ribosomal protein S12	NonDE	protein_coding	
ENSG00000128641	M8/D6	M8/D6_ENSG00000128641	MYO1B	0.182782326	0.047831843	myosin IB	NonDE	protein_coding	
ENSG00000128656	M8/D6	M8/D6_ENSG00000128656	CHN1	-0.803267498	0.004375302	chimerin 1	Downregulate	protein_coding	
ENSG00000128699	M8/D6	M8/D6_ENSG00000128699	ORMDL1	-0.186076063	0.006502937	ORMDL sphingolipid biosynthesis regulator 1	NonDE	protein_coding	
ENSG00000128731	M8/D6	M8/D6_ENSG00000128731	HERC2	-0.112362257	0.062351629	HECT and RLD domain containing E3 ubiquitin protein ligase 2	NonDE	protein_coding	
ENSG00000128739	M8/D6	M8/D6_ENSG00000128739	SNRPN	0.072313173	0.456364237	small nuclear ribonucleoprotein polypeptide N	NonDE	protein_coding	
ENSG00000128789	M8/D6	M8/D6_ENSG00000128789	PSMG2	0.097812895	0.207093046	proteasome assembly chaperone 2	NonDE	protein_coding	
ENSG00000128791	M8/D6	M8/D6_ENSG00000128791	TWSG1	0.730345495	2.82E-06	twisted gastrulation BMP signaling modulator 1	NonDE	protein_coding	
ENSG00000128805	M8/D6	M8/D6_ENSG00000128805	ARHGAP22	1.590369953	0.000708046	Rho GTPase activating protein 22	Upregulate	protein_coding	
ENSG00000128815	M8/D6	M8/D6_ENSG00000128815	WDFY4	0.343753064	1.10E-05	WDFY family member 4	NonDE	protein_coding	
ENSG00000128829	M8/D6	M8/D6_ENSG00000128829	EIF2AK4	0.068616423	0.155278235	eukaryotic translation initiation factor 2 alpha kinase 4	NonDE	protein_coding	
ENSG00000128833	M8/D6	M8/D6_ENSG00000128833	MYO5C	0.98393205	1.54E-05	myosin VC	Upregulate	protein_coding	
ENSG00000128849	M8/D6	M8/D6_ENSG00000128849	CGNL1	-2.053905403	0.00013097	cingulin like 1	Downregulate	protein_coding	
ENSG00000128872	M8/D6	M8/D6_ENSG00000128872	TMOD2	-0.115042937	0.064604898	tropomodulin 2	NonDE	protein_coding	
ENSG00000128881	M8/D6	M8/D6_ENSG00000128881	TTBK2	0.112492709	0.017535062	tau tubulin kinase 2	NonDE	protein_coding	
ENSG00000128886	M8/D6	M8/D6_ENSG00000128886	ELL3	0.375275413	0.00178475	elongation factor for RNA polymerase II 3	NonDE	protein_coding	
ENSG00000128908	M8/D6	M8/D6_ENSG00000128908	INO80	-0.129743574	0.033589602	INO80 complex ATPase subunit	NonDE	protein_coding	
ENSG00000128928	M8/D6	M8/D6_ENSG00000128928	IVD	-0.284962482	0.000746474	isovaleryl-CoA dehydrogenase	NonDE	protein_coding	
ENSG00000128944	M8/D6	M8/D6_ENSG00000128944	KNSTRN	0.209082332	0.037678009	kinetochore localized astrin (SPAG5) binding protein	NonDE	protein_coding	
ENSG00000128965	M8/D6	M8/D6_ENSG00000128965	CHAC1	-0.415520212	0.003614611	ChaC glutathione specific gamma-glutamylcyclotransferase 1	NonDE	protein_coding	
ENSG00000129003	M8/D6	M8/D6_ENSG00000129003	VPS13C	-0.128093604	0.037153996	vacuolar protein sorting 13 homolog C	NonDE	protein_coding	
ENSG00000129009	M8/D6	M8/D6_ENSG00000129009	ISLR	0.534989134	0.045964967	immunoglobulin superfamily containing leucine rich repeat	NonDE	protein_coding	
ENSG00000129028	M8/D6	M8/D6_ENSG00000129028	THAP10	0.659088858	0.000845341	THAP domain containing 10	NonDE	protein_coding	
ENSG00000129083	M8/D6	M8/D6_ENSG00000129083	COPB1	-0.162329248	0.004617847	COPI coat complex subunit beta 1	NonDE	protein_coding	
ENSG00000129084	M8/D6	M8/D6_ENSG00000129084	PSMA1	-0.108661997	0.050811441	proteasome 20S subunit alpha 1	NonDE	protein_coding	
ENSG00000129128	M8/D6	M8/D6_ENSG00000129128	SPCS3	-0.365264285	4.03E-05	signal peptidase complex subunit 3	NonDE	protein_coding	
ENSG00000129158	M8/D6	M8/D6_ENSG00000129158	SERGEF	0.112652844	0.235356087	secretion regulating guanine nucleotide exchange factor	NonDE	protein_coding	
ENSG00000129173	M8/D6	M8/D6_ENSG00000129173	E2F8	1.109637849	2.38E-05	E2F transcription factor 8	Upregulate	protein_coding	
ENSG00000129195	M8/D6	M8/D6_ENSG00000129195	PIMREG	0.901486339	0.000715224	PICALM interacting mitotic regulator	NonDE	protein_coding	
ENSG00000129197	M8/D6	M8/D6_ENSG00000129197	RPAIN	0.230795868	0.001289882	RPA interacting protein	NonDE	protein_coding	
ENSG00000129204	M8/D6	M8/D6_ENSG00000129204	USP6	0.28590319	0.143491176	ubiquitin specific peptidase 6	NonDE	protein_coding	
ENSG00000129244	M8/D6	M8/D6_ENSG00000129244	ATP1B2	-0.399389424	0.098047073	ATPase Na+/K+ transporting subunit beta 2	NonDE	protein_coding	
ENSG00000129347	M8/D6	M8/D6_ENSG00000129347	KRI1	-0.228853818	0.053312267	KRI1 homolog	NonDE	protein_coding	
ENSG00000129353	M8/D6	M8/D6_ENSG00000129353	SLC44A2	0.158664032	0.198995678	solute carrier family 44 member 2	NonDE	protein_coding	
ENSG00000129355	M8/D6	M8/D6_ENSG00000129355	CDKN2D	0.690855135	0.000212188	cyclin dependent kinase inhibitor 2D	NonDE	protein_coding	
ENSG00000129422	M8/D6	M8/D6_ENSG00000129422	MTUS1	1.828557145	3.25E-05	microtubule associated scaffold protein 1	Upregulate	protein_coding	
ENSG00000129467	M8/D6	M8/D6_ENSG00000129467	ADCY4	0.452913197	0.020194616	adenylate cyclase 4	NonDE	protein_coding	
ENSG00000129474	M8/D6	M8/D6_ENSG00000129474	AJUBA	0.866454177	0.000566791	ajuba LIM protein	Upregulate	protein_coding	
ENSG00000129493	M8/D6	M8/D6_ENSG00000129493	HEATR5A	-0.162045398	0.077712338	HEAT repeat containing 5A	NonDE	protein_coding	
ENSG00000129515	M8/D6	M8/D6_ENSG00000129515	SNX6	-0.193954162	0.001705736	sorting nexin 6	NonDE	protein_coding	
ENSG00000129521	M8/D6	M8/D6_ENSG00000129521	EGLN3	1.579553466	2.76E-05	egl-9 family hypoxia inducible factor 3	Upregulate	protein_coding	
ENSG00000129534	M8/D6	M8/D6_ENSG00000129534	MIS18BP1	0.250484224	0.000887484	MIS18 binding protein 1	NonDE	protein_coding	
ENSG00000129562	M8/D6	M8/D6_ENSG00000129562	DAD1	-0.297760124	0.000809305	defender against cell death 1	NonDE	protein_coding	
ENSG00000129566	M8/D6	M8/D6_ENSG00000129566	TEP1	-0.378484267	1.29E-05	telomerase associated protein 1	NonDE	protein_coding	
ENSG00000129625	M8/D6	M8/D6_ENSG00000129625	REEP5	-0.142645175	0.038764706	receptor accessory protein 5	NonDE	protein_coding	
ENSG00000129636	M8/D6	M8/D6_ENSG00000129636	ITFG1	-0.118249497	0.070965962	integrin alpha FG-GAP repeat containing 1	NonDE	protein_coding	
ENSG00000129646	M8/D6	M8/D6_ENSG00000129646	QRICH2	-0.606843546	0.004220105	glutamine rich 2	NonDE	protein_coding	
ENSG00000129657	M8/D6	M8/D6_ENSG00000129657	SEC14L1	-0.800294037	1.11E-05	SEC14 like lipid binding 1	NonDE	protein_coding	
ENSG00000129673	M8/D6	M8/D6_ENSG00000129673	AANAT	0.67713227	0.026781837	aralkylamine N-acetyltransferase	NonDE	protein_coding	
ENSG00000129675	M8/D6	M8/D6_ENSG00000129675	ARHGEF6	-0.162668079	0.010132501	Rac/Cdc42 guanine nucleotide exchange factor 6	NonDE	protein_coding	
ENSG00000129696	M8/D6	M8/D6_ENSG00000129696	TTI2	-0.16709585	0.286460724	TELO2 interacting protein 2	NonDE	protein_coding	
ENSG00000129757	M8/D6	M8/D6_ENSG00000129757	CDKN1C	1.261526303	0.00277682	cyclin dependent kinase inhibitor 1C	Upregulate	protein_coding	
ENSG00000129810	M8/D6	M8/D6_ENSG00000129810	SGO1	1.048790603	2.38E-05	shugoshin 1	Upregulate	protein_coding	
ENSG00000129911	M8/D6	M8/D6_ENSG00000129911	KLF16	0.268492615	0.049470975	Kruppel like factor 16	NonDE	protein_coding	
ENSG00000129990	M8/D6	M8/D6_ENSG00000129990	SYT5	1.653802393	0.000234473	synaptotagmin 5	Upregulate	protein_coding	
ENSG00000129993	M8/D6	M8/D6_ENSG00000129993	CBFA2T3	-0.148959029	0.104071388	CBFA2/RUNX1 partner transcriptional co-repressor 3	NonDE	protein_coding	
ENSG00000130005	M8/D6	M8/D6_ENSG00000130005	GAMT	-0.372917002	0.012712024	guanidinoacetate N-methyltransferase	NonDE	protein_coding	
ENSG00000130066	M8/D6	M8/D6_ENSG00000130066	SAT1	0.138205051	0.044780704	spermidine/spermine N1-acetyltransferase 1	NonDE	protein_coding	
ENSG00000130119	M8/D6	M8/D6_ENSG00000130119	GNL3L	-0.356701293	0.000341051	G protein nucleolar 3 like	NonDE	protein_coding	
ENSG00000130150	M8/D6	M8/D6_ENSG00000130150	MOSPD2	-0.115464193	0.146844195	motile sperm domain containing 2	NonDE	protein_coding	
ENSG00000130158	M8/D6	M8/D6_ENSG00000130158	DOCK6	0.638735339	2.56E-05	dedicator of cytokinesis 6	NonDE	protein_coding	
ENSG00000130164	M8/D6	M8/D6_ENSG00000130164	LDLR	0.221800068	0.000987648	low density lipoprotein receptor	NonDE	protein_coding	
ENSG00000130175	M8/D6	M8/D6_ENSG00000130175	PRKCSH	-0.034842199	0.276142912	protein kinase C substrate 80K-H	NonDE	protein_coding	
ENSG00000130177	M8/D6	M8/D6_ENSG00000130177	CDC16	-0.210709094	0.005860436	cell division cycle 16	NonDE	protein_coding	
ENSG00000130193	M8/D6	M8/D6_ENSG00000130193	THEM6	-0.354396032	0.01142653	thioesterase superfamily member 6	NonDE	protein_coding	
ENSG00000130204	M8/D6	M8/D6_ENSG00000130204	TOMM40	-0.127781298	0.058586697	translocase of outer mitochondrial membrane 40	NonDE	protein_coding	
ENSG00000130208	M8/D6	M8/D6_ENSG00000130208	APOC1	0.772516002	0.02580917	apolipoprotein C1	Upregulate	protein_coding	
ENSG00000130255	M8/D6	M8/D6_ENSG00000130255	RPL36	-0.093440033	0.115311792	ribosomal protein L36	NonDE	protein_coding	
ENSG00000130294	M8/D6	M8/D6_ENSG00000130294	KIF1A	-1.582272993	1.64E-07	kinesin family member 1A	Downregulate	protein_coding	
ENSG00000130303	M8/D6	M8/D6_ENSG00000130303	BST2	-0.190034555	0.000296046	bone marrow stromal cell antigen 2	NonDE	protein_coding	
ENSG00000130304	M8/D6	M8/D6_ENSG00000130304	SLC27A1	0.390023557	0.050810874	solute carrier family 27 member 1	NonDE	protein_coding	
ENSG00000130305	M8/D6	M8/D6_ENSG00000130305	NSUN5	0.13586197	0.067495738	NOP2/Sun RNA methyltransferase 5	NonDE	protein_coding	
ENSG00000130307	M8/D6	M8/D6_ENSG00000130307	USHBP1	0.429010595	0.053840976	USH1 protein network component harmonin binding protein 1	NonDE	protein_coding	
ENSG00000130311	M8/D6	M8/D6_ENSG00000130311	DDA1	-0.128835311	0.055190732	DET1 and DDB1 associated 1	NonDE	protein_coding	
ENSG00000130340	M8/D6	M8/D6_ENSG00000130340	SNX9	-0.261258732	0.000858268	sorting nexin 9	NonDE	protein_coding	
ENSG00000130347	M8/D6	M8/D6_ENSG00000130347	RTN4IP1	0.466820265	0.001769872	reticulon 4 interacting protein 1	NonDE	protein_coding	
ENSG00000130348	M8/D6	M8/D6_ENSG00000130348	QRSL1	0.235098817	0.002637236	glutaminyl-tRNA amidotransferase subunit QRSL1	NonDE	protein_coding	
ENSG00000130377	M8/D6	M8/D6_ENSG00000130377	ACSBG2	1.054555021	0.018110109	acyl-CoA synthetase bubblegum family member 2	Upregulate	protein_coding	
ENSG00000130396	M8/D6	M8/D6_ENSG00000130396	AFDN	0.436116814	0.00137804	afadin, adherens junction formation factor	NonDE	protein_coding	
ENSG00000130402	M8/D6	M8/D6_ENSG00000130402	ACTN4	0.301700883	0.002536219	actinin alpha 4	NonDE	protein_coding	
ENSG00000130414	M8/D6	M8/D6_ENSG00000130414	NDUFA10	0.248224533	0.000381653	NADH:ubiquinone oxidoreductase subunit A10	NonDE	protein_coding	
ENSG00000130429	M8/D6	M8/D6_ENSG00000130429	ARPC1B	-0.045076341	0.152555096	actin related protein 2/3 complex subunit 1B	NonDE	protein_coding	
ENSG00000130449	M8/D6	M8/D6_ENSG00000130449	ZSWIM6	-0.482897581	0.000244011	zinc finger SWIM-type containing 6	NonDE	protein_coding	
ENSG00000130477	M8/D6	M8/D6_ENSG00000130477	UNC13A	0.652432195	0.058592561	unc-13 homolog A	NonDE	protein_coding	
ENSG00000130487	M8/D6	M8/D6_ENSG00000130487	KLHDC7B	0.627515081	0.00013057	kelch domain containing 7B	NonDE	protein_coding	
ENSG00000130513	M8/D6	M8/D6_ENSG00000130513	GDF15	-1.220436255	1.09E-06	growth differentiation factor 15	Downregulate	protein_coding	
ENSG00000130517	M8/D6	M8/D6_ENSG00000130517	PGPEP1	0.129131002	0.040395147	pyroglutamyl-peptidase I	NonDE	protein_coding	
ENSG00000130518	M8/D6	M8/D6_ENSG00000130518	IQCN	0.730758645	0.007613719	IQ motif containing N	Upregulate	protein_coding	
ENSG00000130520	M8/D6	M8/D6_ENSG00000130520	LSM4	-0.11247973	0.476919811	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	NonDE	protein_coding	
ENSG00000130544	M8/D6	M8/D6_ENSG00000130544	ZNF557	-0.216506435	0.006379461	zinc finger protein 557	NonDE	protein_coding	
ENSG00000130545	M8/D6	M8/D6_ENSG00000130545	CRB3	-1.069771429	0.002782036	crumbs cell polarity complex component 3	Downregulate	protein_coding	
