ID	Gene Name	Sample_A_1	Sample_A_2	Sample_A_3	Sample_A_4	Sample_A_Mean	Sample_B_1	Sample_B_2	Sample_B_3	Sample_B_4	Sample_B_Mean	log2FC	DEG	t-test p value	transcript	ensembl_id	entrez_id	symbol	biotype_ensembl	description	alias
867	SEMA3A	0.17512302	0.1728869	0.16821064	0.1744922	0.17267819	0.05394415	0.05195474	0.05160553	0.05160862	0.05227826	1.723802847	Upregulate	4.62E-10	NM_006080	ENSG00000075213	10371	SEMA3A	protein_coding	semaphorin 3A	SEMAD,SEMA1SEMAD,SemDSEMAD,coll-1SEMAD,Hsema-I|SEMAD|SEMA1, SemD, coll-1, Hsema-I|COLL1,HH16,Hsema-I,Hsema-III,SEMA1,SEMAD,SEMAIII,SEMAL,SemD,coll-1|SEMA3A|coll-1,COLL1,HH16,Hsema-I,Hsema-III,SEMA1,SEMAD,SEMAIII,SEMAL,SemD
869	TRAF2	0.47182764	0.48225796	0.50557872	0.50628548	0.49148745	0.20107416	0.19769269	0.1928908	0.20247618	0.198533458	1.307772423	Upregulate	0.0000239	NM_021138	ENSG00000127191	7186	TRAF2	protein_coding	TNF receptor associated factor 2	TRAP3,RNF117|-|TRAP3, RNF117|MGC:45012,RNF117,TRAP,TRAP3|TRAF2|MGC:45012,RNF117,TRAP,TRAP3
870	SLC16A2	0.02989039	0.02759707	0.02905649	0.03003316	0.029144278	0.05110852	0.05538273	0.05411455	0.05686136	0.05436679	-0.899513012	NonDE	0.00000148	NM_006517	ENSG00000147100	6567	SLC16A2	protein_coding	solute carrier family 16 member 2	DXS128,XPCTAHDS,XPCTMRX22,XPCTDXS128,MCT8AHDS,MCT8MRX22,MCT8DXS128,MCT7AHDS,MCT7MRX22,MCT7DXS128,DXS128EAHDS,DXS128EMRX22,DXS128E|DXS128, AHDS, MRX22|XPCT, MCT8, MCT7, DXS128E|AHDS,DXS128,DXS128E,MCT 7,MCT 8,MCT7,MCT8,MRX22,XPCT|SLC16A2|AHDS,DXS128,DXS128E,MCT 7,MCT 8,MCT7,MCT8,MRX22,XPCT
871	TRAF1	0.06570583	0.06636782	0.06816773	0.0731681	0.06835237	0.01848416	0.01958634	0.01862935	0.020505	0.019301213	1.824299881	Upregulate	0.000000137	NM_005658	ENSG00000056558	7185	TRAF1	protein_coding	TNF receptor associated factor 1	EBI6|-|EBI6|EBI6,MGC:10353|TRAF1|EBI6,MGC:10353
873	TSPAN31	0.19207094	0.20016295	0.19595516	0.1898011	0.194497538	0.21179928	0.21383644	0.22287619	0.22099486	0.217376693	-0.160445371	NonDE	0.000636562	NM_005981	ENSG00000135452	6302	TSPAN31	protein_coding	tetraspanin 31	SAS|SAS|-|SAS|TSPAN31|SAS
874	SIX1	0.04110937	0.04273737	0.04234246	0.04279858	0.042246945	0.00253258	0.0031951	0.0022944	0.00277655	0.002699658	3.967998727	Upregulate	1.23E-10	NM_005982	ENSG00000126778	6495	SIX1	protein_coding	SIX homeobox 1	DFNA23|DFNA23|-|BOS3,DFNA23,TIP39|SIX1|BOS3,DFNA23,TIP39
875	TGOLN2	0.70353652	0.70595514	0.70152322	0.69930978	0.702581165	0.89283812	0.90022315	0.88936294	0.87030199	0.88818155	-0.338189702	NonDE	0.0000469	NM_006464	ENSG00000152291	10618	TGOLN2	protein_coding	trans-golgi network protein 2	TGN51,TGN46,TGN48,TGN38,TTGN2|-|TGN51, TGN46, TGN48, TGN38, TTGN2|TGN38,TGN46,TGN48,TGN51,TTGN2,hTGN46,hTGN48,hTGN51|TGOLN2|hTGN46,hTGN48,hTGN51,TGN38,TGN46,TGN48,TGN51,TTGN2
876	SLC2A1	1.77030569	1.74163597	1.72987099	1.77591462	1.754431818	0.74014414	0.72284578	0.71497555	0.7356125	0.728394493	1.268211962	Upregulate	2.22E-10	NM_006516	ENSG00000117394	6513	SLC2A1	protein_coding	solute carrier family 2 member 1	GLUT1,DYT18GLUT,DYT18HTLVR,DYT18CSE,DYT18GLUT1,DYT9GLUT,DYT9HTLVR,DYT9CSE,DYT9GLUT1,GLUT-1GLUT,GLUT-1HTLVR,GLUT-1CSE,GLUT-1|GLUT1, GLUT, HTLVR, CSE|DYT18, DYT9, GLUT-1|CSE,DYT17,DYT18,DYT9,EIG12,GLUT,GLUT-1,GLUT1,GLUT1DS,HTLVR,PED,SDCHCN|SLC2A1|CSE,DYT17,DYT18,DYT9,EIG12,GLUT,GLUT-1,GLUT1,GLUT1DS,HTLVR,PED,SDCHCN
877	SLC22A7	0.00337701	0.00360668	0.00427213	0.00496418	0.004055	0.0012607	0.00104496	0.00161991	0.00136722	0.001323198	1.615673501	Upregulate	0.000350955	NM_153320	ENSG00000137204	10864	SLC22A7	protein_coding	solute carrier family 22 member 7	NLT,OAT2|-|NLT, OAT2|NLT,OAT2,hOAT11|SLC22A7|hOAT11,NLT,OAT2
878	SLC38A3	0.17317674	0.17163172	0.17668136	0.17851399	0.175000953	0.25011837	0.25271806	0.25111496	0.25158478	0.251384043	-0.522530298	NonDE	7.23E-09	NM_006841	ENSG00000188338	10991	SLC38A3	protein_coding	solute carrier family 38 member 3	G17,SN1,SNAT3|-|G17, SN1, SNAT3|DEE102,G17,NAT1,SN1,SNAT3|SLC38A3|G17,NAT1,SN1,SNAT3
879	SOX15	0.00101641	0.00130755	0.00086014	0.00088888	0.001018245	0.06604709	0.06729147	0.06105276	0.05687245	0.062815943	-5.946974122	Downregulate	0.00012499	NM_006942	ENSG00000129194	6665	SOX15	protein_coding	SRY-box transcription factor 15	SOX20,SOX27SOX20,SOX26|SOX20|SOX27, SOX26|SOX20,SOX26,SOX27|SOX15|SOX20,SOX26,SOX27
880	STMN2	0.03157403	0.03361994	0.03373335	0.03413493	0.033265563	7.50720785	7.69054114	7.90484129	7.78119161	7.720945473	-7.858604285	Downregulate	0.00000284	NM_007029	ENSG00000104435	11075	STMN2	protein_coding	stathmin 2	SCGN10,SCG10|SCGN10|SCG10|SCG10,SCGN10|STMN2|SCG10,SCGN10
882	TU3A	0.043902	0.04099736	0.0393301	0.04189906	0.04153213	7.41395432	7.2302628	7.26117643	7.30824322	7.303409193	-7.45819839	Downregulate	0.000000369	NM_007177	ENSG00000168309	11170	FAM107A	protein_coding	family with sequence similarity 107 member A	DRR1,TU3A|-|DRR1, TU3A|DRR1,TU3A|FAM107A|DRR1,TU3A
884	SLCO2B1	0.00999578	0.00989527	0.01133537	0.0103014	0.010381955	0.06590392	0.06409324	0.07617365	0.07967871	0.07146238	-2.783105823	Downregulate	0.000494015	NM_007256	ENSG00000137491	11309	SLCO2B1	protein_coding	solute carrier organic anion transporter family member 2B1	SLC21A9,OATP-BSLC21A9,OATP2B1|SLC21A9|OATP-B, OATP2B1|OATP-B,OATP2B1,OATPB,SLC21A9|SLCO2B1|OATP-B,OATP2B1,OATPB,SLC21A9
885	TUSC2	0.00600507	0.00498965	0.006532	0.00694299	0.006117428	0.01124976	0.01011557	0.0138312	0.01226932	0.011866463	-0.955892915	NonDE	0.000671297	NM_007275	ENSG00000114383	11334	TUSC2	protein_coding	tumor suppressor 2, mitochondrial calcium regulator	PDAP2,FUS1PDAP2,PAPPDAP2,C3orf11|PDAP2|FUS1, PAP, C3orf11|C3orf11,FUS1,PAP,PDAP2|TUSC2|C3orf11,FUS1,PAP,PDAP2
886	SCRG1	0.01380143	0.01232545	0.01219982	0.01312714	0.01286346	2.44871138	2.48125218	2.53165439	2.58799921	2.51240429	-7.609646078	Downregulate	0.00000397	NM_007281	ENSG00000164106	11341	SCRG1	protein_coding	stimulator of chondrogenesis 1	SCRG-1|-|SCRG-1|SCRG-1|SCRG1|SCRG-1
887	TAGLN3	0.03934698	0.04399514	0.04175239	0.04045059	0.041386275	4.88678339	5.20068373	5.12312853	4.88301662	5.023403068	-6.923368825	Downregulate	0.00000963	NM_001008272	ENSG00000144834	29114	TAGLN3	protein_coding	transgelin 3	NP25,NP22|-|NP25, NP22|NP22,NP24,NP25|TAGLN3|NP22,NP24,NP25
888	ST8SIA5	0.00897217	0.00926591	0.00767601	0.00797314	0.008471808	0.54449934	0.54904288	0.50256638	0.52045143	0.529140008	-5.964835884	Downregulate	0.0000195	NM_013305	ENSG00000101638	29906	ST8SIA5	protein_coding	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5	SIAT8E|SIAT8E|-|SIAT8-E,SIAT8E,ST8SiaV|ST8SIA5|SIAT8-E,SIAT8E,ST8SiaV
890	TMEM5	0.44528476	0.43163752	0.46012945	0.44258418	0.444908978	0.20747577	0.2126365	0.21759862	0.21141703	0.21228198	1.0675283	Upregulate	2.46E-08	NM_014254	ENSG00000118600	10329	RXYLT1	protein_coding	ribitol xylosyltransferase 1	TMEM5,HP10481|TMEM5|HP10481|HP10481,MDDGA10,TMEM5|RXYLT1|HP10481,MDDGA10,TMEM5
891	TTLL3	0.24070602	0.24486839	0.24279194	0.22438143	0.238186945	0.15380258	0.1478554	0.15571748	0.15111629	0.152122938	0.646856639	NonDE	0.00000241	NM_001025930	ENSG00000214021	26140	TTLL3	protein_coding	tubulin tyrosine ligase like 3	DKFZP434B103,HOTTL|-|DKFZP434B103, HOTTL|HOTTL|TTLL3|HOTTL
892	TTC15	0.35672435	0.36558161	0.35332101	0.34748207	0.35577726	0.42323714	0.4330188	0.41974852	0.43213765	0.427035528	-0.263381799	NonDE	0.00000755	NM_016030	ENSG00000171853	51112	TRAPPC12	protein_coding	trafficking protein particle complex subunit 12	TTC15,CGI-87TTC15,TTC-15|TTC15|CGI-87, TTC-15|CGI-87,PEBAS,TTC-15,TTC15|TRAPPC12|CGI-87,PEBAS,TTC-15,TTC15
893	VPS24	0.44260326	0.44100214	0.46358321	0.44365301	0.447710405	1.14861299	1.19266697	1.12127446	1.1828875	1.16136048	-1.375178094	Downregulate	1.31E-08	NM_001005753	ENSG00000115561	51652	CHMP3	protein_coding	charged multivesicular body protein 3	VPS24,NEDFVPS24,CGI-149|VPS24|NEDF, CGI-149|CGI-149,NEDF,VPS24|CHMP3|CGI-149,NEDF,VPS24
894	TRIM17	0.0207135	0.01986274	0.0192931	0.01929758	0.01979173	0.19918937	0.19663881	0.19569693	0.19401759	0.196385675	-3.310720069	Downregulate	4.66E-12	NM_001024940	ENSG00000162931	51127	TRIM17	protein_coding	tripartite motif containing 17	RNF16,terfRNF16,RBCC|RNF16|terf, RBCC|RBCC,RNF16,terf|TRIM17|RBCC,RNF16,terf
895	TRPC4	0.00087464	0.00104835	0.001709	0.00130217	0.00123354	0.04380942	0.04566214	0.04500038	0.04677558	0.04531188	-5.199012946	Downregulate	6.69E-10	NM_016179	ENSG00000133107	7223	TRPC4	protein_coding	transient receptor potential cation channel subfamily C member 4	HTRP4,TRP4|-|HTRP4, TRP4|HTRP-4,HTRP4,TRP4|TRPC4|HTRP-4,HTRP4,TRP4
896	VRK3	0.13294889	0.12840187	0.13997574	0.12816049	0.132371748	0.10860991	0.09963679	0.1094015	0.10455395	0.105550538	0.326661311	NonDE	0.000281994	NM_016440	ENSG00000105053	51231	VRK3	protein_coding	VRK serine/threonine kinase 3	-|-|-|-|VRK3|
897	SPTBN5	0.00223409	0.00318489	0.00307524	0.00278197	0.002819048	0.01705725	0.0201295	0.01847328	0.01787195	0.018382995	-2.705092141	Downregulate	0.000000473	NM_016642	ENSG00000137877	51332	SPTBN5	protein_coding	spectrin beta, non-erythrocytic 5	HUSPECV,BSPECV,HUBSPECV|-|HUSPECV, BSPECV, HUBSPECV|BSPECV,HUBSPECV,HUSPECV|SPTBN5|BSPECV,HUBSPECV,HUSPECV
898	UBN1	0.33388552	0.32503124	0.33071665	0.32511934	0.328688188	0.24470763	0.2334992	0.22180348	0.22419082	0.231050283	0.508512756	NonDE	0.00000239	NM_016936	ENSG00000118900	29855	UBN1	protein_coding	ubinuclein 1	-|-|-|VT,VT4|UBN1|VT,VT4
899	SPOCK3	0.00534707	0.00366768	0.00578957	0.0046697	0.004868505	0.91815913	0.9400813	0.92307302	0.94325551	0.93114224	-7.579378935	Downregulate	0.00000058	NM_016950	ENSG00000196104	50859	SPOCK3	protein_coding	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3	testican-3|-|testican-3|HSAJ1454,TES-3,TICN3|SPOCK3|HSAJ1454,TES-3,TICN3
900	SURF2	0.14353749	0.13502709	0.12920735	0.14199203	0.13744099	0.07292079	0.07386039	0.06862691	0.06698466	0.070598188	0.961109283	NonDE	0.00000186	NM_017503	ENSG00000148291	6835	SURF2	protein_coding	surfeit 2	-|-|-|SURF-2|SURF2|SURF-2
901	TSC	0.40710015	0.4063282	0.40705449	0.4054535	0.406484085	0.36010525	0.35792085	0.33851314	0.34897107	0.351377578	0.210176736	NonDE	0.00145365	NM_017899	ENSG00000088992	54997	TESC	protein_coding	tescalcin	TSC,FLJ20607,CHP3|-|TSC, FLJ20607, CHP3|CHP3,TSC|TESC|CHP3,TSC
902	SLC30A6	0.19215234	0.19978417	0.19679288	0.19595706	0.196171613	0.10755691	0.10657532	0.10630043	0.10395455	0.106096803	0.88673511	NonDE	3.57E-09	NM_017964	ENSG00000152683	55676	SLC30A6	protein_coding	solute carrier family 30 member 6	FLJ31101,ZNT6|-|FLJ31101, ZNT6|MST103,MSTP103,ZNT6|SLC30A6|MST103,MSTP103,ZNT6
903	TMEM19	0.08119879	0.08266771	0.08924335	0.08745565	0.085141375	0.07985868	0.08533965	0.09313891	0.08891726	0.086813625	-0.028061096	NonDE	0.640430254	NM_018279	ENSG00000139291	55266	TMEM19	protein_coding	transmembrane protein 19	FLJ10936|-|FLJ10936|-|TMEM19|
904	SEC5L1	0.21512428	0.22638308	0.22358123	0.21561645	0.22017626	0.19627522	0.1951645	0.19189227	0.19968941	0.19575535	0.169607185	NonDE	0.000291976	NM_018303	ENSG00000112685	55770	EXOC2	protein_coding	exocyst complex component 2	SEC5L1,FLJ11026SEC5L1,Sec5|SEC5L1|FLJ11026, Sec5|NEDFACH,SEC5,SEC5L1,Sec5p|EXOC2|NEDFACH,SEC5,SEC5L1,Sec5p
905	UEV3	0.10884004	0.10974513	0.10679127	0.11019869	0.108893783	0.08915911	0.09474359	0.09706962	0.09113136	0.09302592	0.227216925	NonDE	0.00017473	NM_018314	ENSG00000151116	55293	UEVLD	protein_coding	UEV and lactate/malate dehyrogenase domains	Attp,UEV3|-|Attp, UEV3|ATTP,UEV3|UEVLD|ATTP,UEV3
906	TRIM36	0.01834489	0.0170182	0.01799304	0.01739685	0.017688245	0.081318	0.08196115	0.07837399	0.07698932	0.079660615	-2.171075705	Downregulate	0.00000549	NM_018700	ENSG00000152503	55521	TRIM36	protein_coding	tripartite motif containing 36	RBCC728,RNF98,HAPRIN|-|RBCC728, RNF98, HAPRIN|ANPH,ANPH1,HAPRIN,RBCC728,RNF98|TRIM36|ANPH,ANPH1,HAPRIN,RBCC728,RNF98
907	XAB2	0.91142024	0.99919057	0.93974035	0.94391662	0.948566945	0.87863929	0.8724702	0.84379584	0.89881913	0.873431115	0.119055669	NonDE	0.013137937	NM_020196	ENSG00000076924	56949	XAB2	protein_coding	XPA binding protein 2	HCNP,HCRN,SYF1,NTC90|-|HCNP, HCRN, SYF1, NTC90|HCNP,HCRN,NTC90,SYF1|XAB2|HCNP,HCRN,NTC90,SYF1
908	SLC15A2	0.01630935	0.01440282	0.01499359	0.01596009	0.015416463	0.11022443	0.11383104	0.11149053	0.11193476	0.11187019	-2.859281989	Downregulate	3.53E-11	NM_021082	ENSG00000163406	6565	SLC15A2	protein_coding	solute carrier family 15 member 2	PEPT2|-|PEPT2|PEPT2|SLC15A2|PEPT2
909	SEZ6L	0.01180893	0.01351536	0.01292997	0.01230677	0.012640258	0.53980349	0.53710778	0.54789244	0.57993612	0.551184958	-5.446438757	Downregulate	0.0000132	NM_021115	ENSG00000100095	23544	SEZ6L	protein_coding	seizure related 6 homolog like	-|-|-|-|SEZ6L|
910	TNFAIP1	0.08506652	0.08317493	0.08799185	0.08440061	0.085158478	0.1020411	0.10370942	0.09801492	0.10281666	0.101645525	-0.255324639	NonDE	0.0000525	NM_021137	ENSG00000109079	7126	TNFAIP1	protein_coding	TNF alpha induced protein 1	EDP1,B61EDP1,B12EDP1,MGC2317EDP1,BTBD34|EDP1|B61, B12, MGC2317, BTBD34|B12,B61,BTBD34,EDP1,hBACURD2|TNFAIP1|B12,B61,BTBD34,EDP1,hBACURD2
911	TRIB2	1.28568008	1.31808266	1.36614543	1.34206829	1.327994115	0.47562396	0.42653079	0.51281869	0.48521657	0.475047503	1.483105065	Upregulate	0.000000041	NM_021643	ENSG00000071575	28951	TRIB2	protein_coding	tribbles pseudokinase 2	TRB2,GS3955|-|TRB2, GS3955|C5FW,GS3955,TRB2|TRIB2|C5FW,GS3955,TRB2
913	TEX27	0.74997696	0.74250213	0.75652726	0.72324427	0.743062655	0.5559069	0.5120486	0.52744698	0.53756933	0.533242953	0.47869087	NonDE	0.00000191	NM_021943	ENSG00000156639	60685	ZFAND3	protein_coding	zinc finger AN1-type containing 3	TEX27,FLJ13222|TEX27|FLJ13222|TEX27|ZFAND3|TEX27
914	SRR	0.03375204	0.03436574	0.03512635	0.03375863	0.03425069	0.05235056	0.05112501	0.05512544	0.05281563	0.05285416	-0.625883974	NonDE	0.000000823	NM_021947	ENSG00000167720	63826	SRR	protein_coding	serine racemase	ILV1,ISO1|-|ILV1, ISO1|ILV1,ISO1|SRR|ILV1,ISO1
916	TPK1	0.02450419	0.02825407	0.02596208	0.02938573	0.027026518	0.10274522	0.10892562	0.10306307	0.1016104	0.104086078	-1.945329577	Downregulate	1.91E-08	NM_022445	ENSG00000196511	27010	TPK1	protein_coding	thiamin pyrophosphokinase 1	HTPK1,PP20|-|HTPK1, PP20|HTPK1,PP20,THMD5|TPK1|HTPK1,PP20,THMD5
917	SLC30A5	1.13288251	1.1586393	1.21478046	1.08528401	1.14789657	0.65170897	0.65934648	0.621778	0.64426969	0.644275785	0.833242378	NonDE	0.00000197	NM_022902	ENSG00000145740	64924	SLC30A5	protein_coding	solute carrier family 30 member 5	ZTL1,ZnT-5,FLJ12496,FLJ12756,ZNT5,MGC5499,ZNTL1|-|ZTL1, ZnT-5, FLJ12496, FLJ12756, ZNT5, MGC5499, ZNTL1|ZNT5,ZNTL1,ZTL1,ZnT-5|SLC30A5|ZnT-5,ZNT5,ZNTL1,ZTL1
918	SLC25A23	0.42232741	0.42645164	0.43453409	0.43745526	0.4301921	1.5513443	1.57323376	1.55497479	1.55935251	1.55972634	-1.858239988	Downregulate	1.42E-12	NM_024103	ENSG00000125648	79085	SLC25A23	protein_coding	solute carrier family 25 member 23	FLJ30339,MGC2615,APC2|-|FLJ30339, MGC2615, APC2|APC2,MCSC2,SCAMC3,SCaMC-3|SLC25A23|APC2,MCSC2,SCaMC-3,SCAMC3
919	SHCBP1	0.09420208	0.09969049	0.0942464	0.10175089	0.097472465	0.00396567	0.00420147	0.00404608	0.00360814	0.00395534	4.623121111	Upregulate	0.0000178	NM_024745	ENSG00000171241	79801	SHCBP1	protein_coding	SHC binding and spindle associated 1	FLJ22009,PAL|-|FLJ22009, PAL|PAL|SHCBP1|PAL
921	TMC7	0.0971662	0.10525613	0.10319922	0.09980539	0.101356735	0.30683486	0.33529036	0.31296214	0.29841789	0.313376313	-1.628454177	Downregulate	0.0000593	NM_024847	ENSG00000170537	79905	TMC7	protein_coding	transmembrane channel like 7	FLJ21240|-|FLJ21240|-|TMC7|
922	WDR19	0.06468635	0.06211941	0.06016927	0.06075872	0.061933438	0.11061444	0.11705179	0.1148968	0.11244833	0.11375284	-0.877112137	NonDE	9.13E-08	NM_025132	ENSG00000157796	57728	WDR19	protein_coding	WD repeat domain 19	Pwdmp,KIAA1638,FLJ23127,ORF26,DYF-2,Oseg6,IFT144,NPHP13,FAP66,CFAP66|-|Pwdmp, KIAA1638, FLJ23127, ORF26, DYF-2, Oseg6, IFT144, NPHP13, FAP66, CFAP66|ATD5,CED4,CFAP66,DYF-2,FAP66,IFT144,NPHP13,ORF26,Oseg6,PWDMP,SPGF72,SRTD5|WDR19|ATD5,CED4,DYF-2,FAP66,IFT144,NPHP13,ORF26,Oseg6,PWDMP,SRTD5
923	SPTBN4	0.00268517	0.00273876	0.00295296	0.00265968	0.002759143	0.33813717	0.33140642	0.3492273	0.34756596	0.341584213	-6.951877518	Downregulate	0.00000412	NM_025213	ENSG00000160460	57731	SPTBN4	protein_coding	spectrin beta, non-erythrocytic 4	SPTBN3,KIAA1642|-|SPTBN3, KIAA1642|CMND,NEDHND,QV,SPNB4,SPTBN3|SPTBN4|CMND,NEDHND,QV,SPNB4,SPTBN3
924	WNT4	0.00933179	0.00591436	0.00820051	0.00740556	0.007713055	0.01300705	0.0120714	0.01270336	0.01386025	0.012910515	-0.743172247	NonDE	0.000670075	NM_030761	ENSG00000162552	54361	WNT4	protein_coding	Wnt family member 4	WNT-4|-|WNT-4|SERKAL,WNT-4|WNT4|SERKAL,WNT-4
925	STMN4	0.00853013	0.00768817	0.00720655	0.00817375	0.00789965	1.67567707	1.72551084	1.67601749	1.58131451	1.664629978	-7.719197073	Downregulate	0.0000132	NM_030795	ENSG00000015592	81551	STMN4	protein_coding	stathmin 4	RB3|-|RB3|RB3|STMN4|RB3
926	TCF7L1	0.2813252	0.29378537	0.28976048	0.27734202	0.285553268	0.05876068	0.06207138	0.05803854	0.06214602	0.060254155	2.244627258	Upregulate	1.88E-09	NM_031283	ENSG00000152284	83439	TCF7L1	protein_coding	transcription factor 7 like 1	TCF3|TCF3|-|TCF-3,TCF3|TCF7L1|TCF-3,TCF3
927	TFE3	0.32294781	0.32746808	0.3249636	0.32490138	0.325070218	0.46864501	0.45007038	0.45250441	0.45917195	0.457597938	-0.493329165	NonDE	0.0000346	NM_006521	ENSG00000068323	7030	TFE3	protein_coding	transcription factor binding to IGHM enhancer 3	TFEA,bHLHe33|-|TFEA, bHLHe33|MRXSPF,RCCP2,RCCX1,TFEA,bHLHe33|TFE3|bHLHe33,MRXSPF,RCCP2,RCCX1,TFEA
928	TBR1	0.00540721	0.00455677	0.00531995	0.00587837	0.005290575	1.13190377	1.08207567	1.13604339	1.12094828	1.117742778	-7.72294798	Downregulate	0.00000296	NM_006593	ENSG00000136535	10716	TBR1	protein_coding	T-box brain transcription factor 1	-|-|-|IDDAS,TBR-1,TES-56|TBR1|IDDAS,TBR-1,TES-56
929	TRPS1	0.29299745	0.29315729	0.3002715	0.30227296	0.2971748	0.3181547	0.31994426	0.32027656	0.30750713	0.316470663	-0.090759982	NonDE	0.002458648	NM_014112	ENSG00000104447	7227	TRPS1	protein_coding	transcriptional repressor GATA binding 1	LGCR,GC79|-|LGCR, GC79|GC79,LGCR|TRPS1|GC79,LGCR
930	TCF8	0.16138924	0.16130575	0.15753889	0.1539128	0.15853667	0.29754695	0.29494014	0.29485238	0.29490746	0.295561733	-0.898642912	NonDE	4.82E-10	NM_030751	ENSG00000148516	6935	ZEB1	protein_coding	zinc finger E-box binding homeobox 1	TCF8,BZPPPCD3,BZPTCF8,ZEBPPCD3,ZEBTCF8,AREB6PPCD3,AREB6TCF8,NIL-2-APPCD3,NIL-2-ATCF8,ZfhepPPCD3,ZfhepTCF8,Zfhx1aPPCD3,Zfhx1aTCF8,FECD6PPCD3,FECD6|TCF8, PPCD3|BZP, ZEB, AREB6, NIL-2-A, Zfhep, Zfhx1a, FECD6|AREB6,BZP,DELTAEF1,FECD6,NIL2A,PPCD3,TCF8,ZFHEP,ZFHX1A|ZEB1|AREB6,BZP,DELTAEF1,FECD6,NIL2A,PPCD3,TCF8,ZFHEP,ZFHX1A
931	TNFAIP3	0.86017528	0.84142031	0.85780627	0.86741993	0.856705448	0.0608999	0.06356211	0.06111864	0.06224548	0.061956533	3.789470953	Upregulate	0.000000548	NM_006290	ENSG00000118503	7128	TNFAIP3	protein_coding	TNF alpha induced protein 3	A20,OTUD7C|-|A20, OTUD7C|A20,AIFBL1,AISBL,OTUD7C,TNFA1P2|TNFAIP3|A20,AISBL,OTUD7C,TNFA1P2
932	STAT1	0.43875283	0.42514365	0.43329753	0.43074029	0.431983575	0.39869898	0.39121421	0.39118079	0.38929849	0.392598118	0.137923204	NonDE	0.00003	NM_139266	ENSG00000115415	6772	STAT1	protein_coding	signal transducer and activator of transcription 1	STAT91,ISGF-3|-|STAT91, ISGF-3|CANDF7,IMD31A,IMD31B,IMD31C,ISGF-3,STAT91|STAT1|CANDF7,IMD31A,IMD31B,IMD31C,ISGF-3,STAT91
933	SEPTIN9	8.75015142	8.69367614	8.95577785	9.28226897	8.920468595	3.40140326	3.44416693	3.35242856	3.40680683	3.401201395	1.391075063	Upregulate	0.0000227	NM_006640	ENSG00000184640	10801	SEPTIN9	protein_coding	septin 9	MSF,MSF1SEPT9,MSF1MSF,KIAA0991SEPT9,KIAA0991MSF,PNUTL4SEPT9,PNUTL4MSF,AF17q25SEPT9,AF17q25MSF,SeptD1SEPT9,SeptD1|MSF, SEPT9|MSF1, KIAA0991, PNUTL4, AF17q25, SeptD1|AF17q25,MSF,MSF1,NAPB,PNUTL4,SEPT9,SINT1,SeptD1|SEPTIN9|AF17q25,MSF,MSF1,NAPB,PNUTL4,SEPT9,SeptD1,SINT1
934	SLC4A1AP	0.3275487	0.33145517	0.33773403	0.34966949	0.336601848	0.47354531	0.46992589	0.46037735	0.47341039	0.469314735	-0.479512662	NonDE	0.000000429	NM_018158	ENSG00000163798	22950	SLC4A1AP	protein_coding	solute carrier family 4 member 1 adaptor protein	kanadaptin,HLC3|-|kanadaptin, HLC3|HLC3|SLC4A1AP|HLC3
935	SPATA20	0.12986705	0.12358639	0.12198783	0.13050155	0.126485705	0.1332275	0.14342075	0.13556055	0.14530794	0.139379185	-0.140040779	NonDE	0.012370047	NM_022827	ENSG00000006282	64847	SPATA20	protein_coding	spermatogenesis associated 20	FLJ21347,SSP411,Tisp78|-|FLJ21347, SSP411, Tisp78|HEL-S-98,SSP411,Tisp78|SPATA20|HEL-S-98,SSP411,Tisp78
936	WNT2B	0.00659176	0.0062202	0.00634332	0.00621017	0.006341363	0.02586557	0.02740453	0.02656511	0.02587817	0.026428345	-2.059221328	Downregulate	0.00000486	NM_024494	ENSG00000134245	7482	WNT2B	protein_coding	Wnt family member 2B	WNT13,XWNT2|WNT13|XWNT2|WNT13|WNT2B|WNT13
937	TOE1	0.05824699	0.05939717	0.05016633	0.05742598	0.056309118	0.01382415	0.01506006	0.0184122	0.01536717	0.015665895	1.845741347	Upregulate	0.00000213	NM_025077	ENSG00000132773	114034	TOE1	protein_coding	target of EGR1, exonuclease	hCaf1z,TOE-1|-|hCaf1z, TOE-1|PCH7,TOE-1,hCaf1z|TOE1|hCaf1z,PCH7,TOE-1
938	SYNC1	0.06270462	0.06493701	0.05878825	0.06129389	0.061930943	0.01536822	0.01437848	0.01627339	0.01499663	0.01525418	2.021455773	Upregulate	3.86E-08	NM_030786	ENSG00000162520	81493	SYNC	protein_coding	syncoilin, intermediate filament protein	SYNC1,SYNCOILIN|SYNC1|SYNCOILIN|SYNC1,SYNCOILIN|SYNC|SYNC1,SYNCOILIN
